Spicules,Height[i],Height (Mm)
128,807,12.89452845
113,810,12.942463499999999
98,813,12.990398549999998
93,816,13.0383336
85,819,13.08626865
85,822,13.134203699999999
89,825,13.182138749999998
77,828,13.2300738
77,831,13.278008849999999
77,834,13.325943899999999
78,837,13.373878949999998
81,840,13.421814
87,843,13.469749049999999
87,846,13.517684099999999
79,849,13.56561915
79,852,13.6135542
80,855,13.661489249999999
76,858,13.709424299999998
76,861,13.75735935
71,864,13.8052944
67,867,13.853229449999999
63,870,13.901164499999998
59,873,13.94909955
60,876,13.9970346
58,879,14.044969649999999
58,882,14.092904699999998
50,885,14.14083975
47,888,14.1887748
47,891,14.236709849999999
44,894,14.284644899999998
42,897,14.33257995
49,900,14.380514999999999
44,903,14.428450049999999
43,906,14.476385099999998
41,909,14.52432015
46,912,14.572255199999999
47,915,14.620190249999998
48,918,14.668125299999998
43,921,14.71606035
46,924,14.763995399999999
43,927,14.811930449999998
40,930,14.8598655
38,933,14.90780055
37,936,14.955735599999999
40,939,15.003670649999998
37,942,15.0516057
35,945,15.09954075
38,948,15.147475799999999
40,951,15.195410849999998
36,954,15.2433459
34,957,15.291280949999999
28,960,15.339215999999999
28,963,15.387151049999998
24,966,15.4350861
24,969,15.483021149999999
23,972,15.530956199999999
19,975,15.578891249999998
19,978,15.6268263
19,981,15.674761349999999
18,984,15.722696399999998
16,987,15.770631449999998
16,990,15.8185665
15,993,15.866501549999999
15,996,15.914436599999998
15,999,15.96237165
16,1002,16.010306699999997
8,1005,16.05824175
7,1008,16.1061768
7,1011,16.15411185
6,1014,16.2020469
6,1017,16.24998195
6,1020,16.297916999999998
5,1023,16.345852049999998
7,1026,16.393787099999997
5,1029,16.44172215
6,1032,16.4896572
9,1035,16.53759225
8,1038,16.5855273
8,1041,16.63346235
9,1044,16.681397399999998
8,1047,16.729332449999998
10,1050,16.777267499999997
8,1053,16.82520255
9,1056,16.8731376
9,1059,16.92107265
6,1062,16.9690077
8,1065,17.01694275
12,1068,17.064877799999998
9,1071,17.112812849999997
10,1074,17.160747899999997
10,1077,17.20868295
10,1080,17.256618
11,1083,17.30455305
9,1086,17.3524881
5,1089,17.400423149999998
4,1092,17.448358199999998
2,1095,17.496293249999997
2,1098,17.5442283
3,1101,17.59216335
3,1104,17.6400984
2,1107,17.68803345
0,1110,17.7359685
